professor_name,department,overall_score,num_ratings,feedback_take_again,tags,review_text,source_link
Fletcher Njororai,Professor in the Health Science department at University of Texas at Tyler,1.3/5,Overall Quality Based on 42 ratings,4%Would take again4.4Level of Difficulty,"Tough grader, Group projects, Participation matters, Get ready to read, Lots of homework","ALHS4304 | Apr 1st, 2014 | Quality | 1.0 | Difficulty | 5.0 | ALHS4304 | Apr 1st, 2014 | Textbook: | No | Senior year as well. I delayed taking this class as long as I could. It has been the worst class I have taken. Over load of ""busy work"" homework. Her projects are huge and not explained well at all. I dont find her understanding or compassionate with any of her students. She does not own up to problems she is causing. | Helpful | 1 | 0",https://www.ratemyprofessors.com/professor/1801115
Fletcher Njororai,Professor in the Health Science department at University of Texas at Tyler,1.3/5,Overall Quality Based on 42 ratings,4%Would take again4.4Level of Difficulty,"Tough grader, Group projects, Participation matters, Get ready to read, Lots of homework","ALHS3362 | Apr 1st, 2014 | Quality | 1.0 | Difficulty | 2.0 | ALHS3362 | Apr 1st, 2014 | Attendance: | Mandatory | Textbook: | Yes | Very unhelpful professor. I wanted to love this class, but Dr. Njororai made it miserable. Her teaching style was to repeat herself many times and get frustrated with the class when they don't answer her obvious questions. Changed syllabus and grading rubric half way through year, unprofessional, and very defensive when confronted with mistakes. | Helpful | 1 | 0",https://www.ratemyprofessors.com/professor/1801115
Fletcher Njororai,Professor in the Health Science department at University of Texas at Tyler,1.3/5,Overall Quality Based on 42 ratings,4%Would take again4.4Level of Difficulty,"Tough grader, Group projects, Participation matters, Get ready to read, Lots of homework","ALHS43043362 | Sep 16th, 2013 | Quality | 1.0 | Difficulty | 5.0 | ALHS43043362 | Sep 16th, 2013 | Textbook: | Yes | It is my senior year and I can say this is the worst professor I've had yet. She's difficult to understand, doesn't explain anything well, and assigns more coursework then and other undergraduate class I've had. The course load that she gives in both of her classes are at least graduate level and she grades as such. AVOID THIS PROFESSOR | Helpful | 1 | 0",https://www.ratemyprofessors.com/professor/1801115
Fletcher Njororai,Professor in the Health Science department at University of Texas at Tyler,1.3/5,Overall Quality Based on 42 ratings,4%Would take again4.4Level of Difficulty,"Tough grader, Group projects, Participation matters, Get ready to read, Lots of homework","ALHS3362001 | May 10th, 2013 | Quality | 1.0 | Difficulty | 4.0 | ALHS3362001 | May 10th, 2013 | Textbook: | Yes | By far the worst professor I have ever had. I received a good grade, but I learned absolutely nothing. She can be helpful at times but she is very unclear with her instructions and does not communicate with students well even if you are talking to her face to face. I highly recommend not taking this professor unless you absolutely have to. | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/1801115
Fletcher Njororai,Professor in the Health Science department at University of Texas at Tyler,1.3/5,Overall Quality Based on 42 ratings,4%Would take again4.4Level of Difficulty,"Tough grader, Group projects, Participation matters, Get ready to read, Lots of homework","ALSH | Mar 7th, 2013 | Quality | 3.0 | Difficulty | 4.0 | ALSH | Mar 7th, 2013 | Textbook: | Yes | She is a really nice professor but not always clear about assignments or when they were due (may have to do with it being her first year) I really had trouble learning in the class because lectures were discussion based and didn't follow a average lecture class baseline and I know she was trying to be""engaging"" but it only made it worse in the end. | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/1801115
Joseph Boylan,Professor in the Engineering department at University of Texas at Tyler,3.5/5,Overall Quality Based on 2 ratings,50%Would take again5Level of Difficulty,"Tough grader, Participation matters, Group projects, Gives good feedback, Lots of homework","CMGT4335 | Oct 28th, 2019 | Quality | 2.0 | Difficulty | 5.0 | CMGT4335 | Oct 28th, 2019 | For Credit | : | Yes | Attendance | : | Mandatory | Would Take Again | : | No | Grade | : | A- | Textbook | : | Yes | This professor loves giving pop quizzes and no study guides for exams. Free labor is also required and made as an excuse for ""Project Grade"". Have fun. Great motivator but spuratic grader, and off topic lecturer. | Lots of homework | Group projects | Tough grader | Helpful | 0 | 0 | Reviewed: Aug 6th, 2025",https://www.ratemyprofessors.com/professor/2410840
Joseph Boylan,Professor in the Engineering department at University of Texas at Tyler,3.5/5,Overall Quality Based on 2 ratings,50%Would take again5Level of Difficulty,"Tough grader, Participation matters, Group projects, Gives good feedback, Lots of homework","CMGT4315 | Oct 16th, 2018 | Quality | 5.0 | Difficulty | 5.0 | CMGT4315 | Oct 16th, 2018 | For Credit | : | Yes | Attendance | : | Mandatory | Would Take Again | : | Yes | Grade | : | A | Textbook | : | Yes | If you are in Construction Management you will be required to take Professor Boylan's classes. He is a hard professor but he is an amazing professor. He wants all of his students to pass but most of all to learn. Treat him with respect and you will receive the same back. | Gives good feedback | Respected | Participation matters | Helpful | 2 | 1",https://www.ratemyprofessors.com/professor/2410840
Kenneth Bryant,Professor in the Political Science department at University of Texas at Tyler,4.4/5,Overall Quality Based on 21 ratings,86%Would take again2.6Level of Difficulty,"Amazing lectures, Clear grading criteria, Inspirational, Hilarious, Respected","POLS4355 | Jul 17th, 2025 | Quality | 5.0 | Difficulty | 2.0 | POLS4355 | Jul 17th, 2025 | For Credit | : | Yes | Attendance | : | Not Mandatory | Would Take Again | : | Yes | Grade | : | A+ | Textbook | : | N/A | Online Class | : | Yes | Assignments were opinion based which made the class enjoyable. Professor was laid back and opened all of the assignments for the semester on the first day of class which I loved because I could work ahead. He teaches through slideshows embedded with videos rather than lectures. Definitely take him if you have the chance! | Participation matters | Gives good feedback | Inspirational | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/2310697
Kenneth Bryant,Professor in the Political Science department at University of Texas at Tyler,4.4/5,Overall Quality Based on 21 ratings,86%Would take again2.6Level of Difficulty,"Amazing lectures, Clear grading criteria, Inspirational, Hilarious, Respected","POLS2305 | Dec 12th, 2024 | Quality | 4.0 | Difficulty | 2.0 | POLS2305 | Dec 12th, 2024 | For Credit | : | Yes | Attendance | : | Not Mandatory | Grade | : | A | Textbook | : | N/A | Bad at communicating. Attendance is not required but lectures are fun. The class is easy just do the work. No extra credit. Takes a while to reply to emails. | Amazing lectures | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/2310697
Kenneth Bryant,Professor in the Political Science department at University of Texas at Tyler,4.4/5,Overall Quality Based on 21 ratings,86%Would take again2.6Level of Difficulty,"Amazing lectures, Clear grading criteria, Inspirational, Hilarious, Respected","POLS2305 | Dec 9th, 2024 | Quality | 5.0 | Difficulty | 1.0 | POLS2305 | Dec 9th, 2024 | For Credit | : | Yes | Attendance | : | Not Mandatory | Would Take Again | : | Yes | Grade | : | A+ | Textbook | : | N/A | His lectures are very informative and engaging. Attendance is not mandatory but I recommend going. He gives a lot of extra credit opportunities.  He has a good sense of humor. He is straight forward with what would be on the test/quiz/exams. no textbook needed.
 Overall a very good professor. | EXTRA CREDIT | Amazing lectures | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/2310697
Kenneth Bryant,Professor in the Political Science department at University of Texas at Tyler,4.4/5,Overall Quality Based on 21 ratings,86%Would take again2.6Level of Difficulty,"Amazing lectures, Clear grading criteria, Inspirational, Hilarious, Respected","POLS2305 | Jan 29th, 2024 | Quality | 5.0 | Difficulty | 3.0 | POLS2305 | Jan 29th, 2024 | For Credit | : | Yes | Attendance | : | Not Mandatory | Would Take Again | : | Yes | Grade | : | A | Textbook | : | N/A | Professor Dr. Bryant has a sense of humor that he makes class entertaining. He is straight forward with what would be on the test/quiz/exams. It's not a hard class, but in order to have a grade higher than a B, studying is suggested due to the terms/amendments/cases, etc. to memorize. | Clear grading criteria | Hilarious | Caring | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/2310697
Kenneth Bryant,Professor in the Political Science department at University of Texas at Tyler,4.4/5,Overall Quality Based on 21 ratings,86%Would take again2.6Level of Difficulty,"Amazing lectures, Clear grading criteria, Inspirational, Hilarious, Respected","POLS2305 | May 25th, 2023 | Quality | 5.0 | Difficulty | 2.0 | POLS2305 | May 25th, 2023 | For Credit | : | Yes | Attendance | : | Mandatory | Would Take Again | : | Yes | Grade | : | A- | Textbook | : | N/A | By far one of the best professors I've taken. His lectures were very engaging & informative. Actually cares about what he teaches & made sure his students left with an open mind. Attendance wasn't graded but highly recommended since most of the subject on his tests were in the daily lectures. I plan on retaking him in any future needed credits. | Amazing lectures | Clear grading criteria | Inspirational | Helpful | 3 | 0",https://www.ratemyprofessors.com/professor/2310697
Kenneth Bryant,Professor in the Political Science department at University of Texas at Tyler,4.4/5,Overall Quality Based on 21 ratings,86%Would take again2.6Level of Difficulty,"Amazing lectures, Clear grading criteria, Inspirational, Hilarious, Respected","POLS2305 | Dec 24th, 2022 | Quality | 2.0 | Difficulty | 4.0 | POLS2305 | Dec 24th, 2022 | For Credit: | Yes | Attendance: | Not Mandatory | Textbook: | Yes | Online Class: | Yes | Horrible communication, asks questions on exams that were not covered in lectures or required reading. Seems very unprepared | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/2310697
Kenneth Bryant,Professor in the Political Science department at University of Texas at Tyler,4.4/5,Overall Quality Based on 21 ratings,86%Would take again2.6Level of Difficulty,"Amazing lectures, Clear grading criteria, Inspirational, Hilarious, Respected","POLS2305 | Jul 10th, 2021 | Quality | 5.0 | Difficulty | 3.0 | POLS2305 | Jul 10th, 2021 | For Credit: | Yes | Attendance: | Not Mandatory | Would Take Again: | Yes | Grade: | C | Textbook: | Yes | Really cool guy! Lots of lectures and note-taking, a quiz at the end of every unit, etc. Definitely recommend! | Respected | Inspirational | Lecture heavy | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/2310697
Kenneth Bryant,Professor in the Political Science department at University of Texas at Tyler,4.4/5,Overall Quality Based on 21 ratings,86%Would take again2.6Level of Difficulty,"Amazing lectures, Clear grading criteria, Inspirational, Hilarious, Respected","POLS4365 | May 21st, 2021 | Quality | 5.0 | Difficulty | 2.0 | POLS4365 | May 21st, 2021 | For Credit: | Yes | Attendance: | Mandatory | Would Take Again: | Yes | Grade: | A+ | Textbook: | Yes | Best professor ever! I have taken a few classes with Dr. Bryant. He is real and talks about real life situations. He allows for students to learn and become comfortable discussing controversial topics. | Participation matters | Inspirational | Graded by few things | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/2310697
Kenneth Bryant,Professor in the Political Science department at University of Texas at Tyler,4.4/5,Overall Quality Based on 21 ratings,86%Would take again2.6Level of Difficulty,"Amazing lectures, Clear grading criteria, Inspirational, Hilarious, Respected","POLS2305 | May 11th, 2021 | Quality | 4.0 | Difficulty | 2.0 | POLS2305 | May 11th, 2021 | For Credit: | Yes | Would Take Again: | Yes | Grade: | A+ | Textbook: | No | Online Class: | Yes | Chill class, chill prof. Lectures are great. Really nice guy who clearly cares about his students. The film screenings are 100% worth going to, I loved the films shown. Overall easy A. | Respected | Caring | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/2310697
Kenneth Bryant,Professor in the Political Science department at University of Texas at Tyler,4.4/5,Overall Quality Based on 21 ratings,86%Would take again2.6Level of Difficulty,"Amazing lectures, Clear grading criteria, Inspirational, Hilarious, Respected","POLS2305 | Apr 28th, 2021 | Quality | 5.0 | Difficulty | 4.0 | POLS2305 | Apr 28th, 2021 | For Credit: | Yes | Attendance: | Mandatory | Would Take Again: | Yes | Textbook: | No | Hes honestly a chill professor. His work is not too hard , easy A if you put in the work. Hes so kind and explains everything clearly. His lectures and his film discussions are very interesting. Would totally recommend to anyone! | Amazing lectures | Clear grading criteria | Caring | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/2310697
Kenneth Bryant,Professor in the Political Science department at University of Texas at Tyler,4.4/5,Overall Quality Based on 21 ratings,86%Would take again2.6Level of Difficulty,"Amazing lectures, Clear grading criteria, Inspirational, Hilarious, Respected","POLS2305 | Dec 15th, 2020 | Quality | 3.0 | Difficulty | 3.0 | POLS2305 | Dec 15th, 2020 | For Credit: | Yes | Attendance: | Not Mandatory | Would Take Again: | Yes | Grade: | A | Textbook: | Yes | Online Class: | Yes | Okay so this class isn't really ""difficult"" because the weekly reading/lectures and quizzes are not hard at all. BUT the tests are a bit hard because there are random details you need to know. Plus Bryant doesn't really respond to emails. But if you try, do extra credit and go to films you'll get an A. Don't stress if your at a B+ he'll give an A. | Get ready to read | Graded by few things | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/2310697
Kenneth Bryant,Professor in the Political Science department at University of Texas at Tyler,4.4/5,Overall Quality Based on 21 ratings,86%Would take again2.6Level of Difficulty,"Amazing lectures, Clear grading criteria, Inspirational, Hilarious, Respected","POLS2305 | Dec 14th, 2020 | Quality | 4.0 | Difficulty | 3.0 | POLS2305 | Dec 14th, 2020 | For Credit: | Yes | Attendance: | Not Mandatory | Would Take Again: | Yes | Textbook: | No | Dr. Bryant is a good professor. There is extra credit offered, and most of the quiz and test questions are directly from the powerpoints | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/2310697
Kenneth Bryant,Professor in the Political Science department at University of Texas at Tyler,4.4/5,Overall Quality Based on 21 ratings,86%Would take again2.6Level of Difficulty,"Amazing lectures, Clear grading criteria, Inspirational, Hilarious, Respected","POLS2305 | Dec 13th, 2020 | Quality | 2.0 | Difficulty | 3.0 | POLS2305 | Dec 13th, 2020 | For Credit: | Yes | Attendance: | Not Mandatory | Would Take Again: | No | Grade: | D+ | Textbook: | No | Online Class: | Yes | class was decent, he doesn't respond to emails when trying to get ahold of him, there is a lot of extra credit opportunities though. quizzes are timed. PowerPoints aren't released until the end of the week so if you didn't catch something during class you have to wait until Friday to look over the PowerPoints. | Test heavy | EXTRA CREDIT | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/2310697
Kenneth Bryant,Professor in the Political Science department at University of Texas at Tyler,4.4/5,Overall Quality Based on 21 ratings,86%Would take again2.6Level of Difficulty,"Amazing lectures, Clear grading criteria, Inspirational, Hilarious, Respected","POLS2305 | Jul 3rd, 2020 | Quality | 4.0 | Difficulty | 3.0 | POLS2305 | Jul 3rd, 2020 | For Credit: | Yes | Attendance: | Mandatory | Would Take Again: | Yes | Grade: | C+ | Textbook: | Yes | Online Class: | Yes | Class was decent you basically just have to read the book in order to take quizzes and exams. | Graded by few things | Test heavy | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/2310697
Kenneth Bryant,Professor in the Political Science department at University of Texas at Tyler,4.4/5,Overall Quality Based on 21 ratings,86%Would take again2.6Level of Difficulty,"Amazing lectures, Clear grading criteria, Inspirational, Hilarious, Respected","POLS2305 | Jan 13th, 2020 | Quality | 5.0 | Difficulty | 3.0 | POLS2305 | Jan 13th, 2020 | For Credit: | Yes | Would Take Again: | Yes | Grade: | B | Textbook: | No | So funny. I hate politics, but Mr. Bryant makes it interesting and fun for everyone. I was surprised at how much I actually learned in this class while still having fun. But, do study a lot because his tests are usually only 10 questions, and they can get really specific. Know the names he mentions. (although I passed without knowing them) | Accessible outside class | Skip class? You won't pass. | Hilarious | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/2310697
Kenneth Bryant,Professor in the Political Science department at University of Texas at Tyler,4.4/5,Overall Quality Based on 21 ratings,86%Would take again2.6Level of Difficulty,"Amazing lectures, Clear grading criteria, Inspirational, Hilarious, Respected","POLS2305 | Jan 5th, 2020 | Quality | 5.0 | Difficulty | 3.0 | POLS2305 | Jan 5th, 2020 | For Credit: | Yes | Attendance: | Not Mandatory | Would Take Again: | Yes | Grade: | A | Textbook: | No | Awesome professor who clearly highlights everything in order to get an A. | Clear grading criteria | Hilarious | Amazing lectures | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/2310697
Kenneth Bryant,Professor in the Political Science department at University of Texas at Tyler,4.4/5,Overall Quality Based on 21 ratings,86%Would take again2.6Level of Difficulty,"Amazing lectures, Clear grading criteria, Inspirational, Hilarious, Respected","POLS2305 | Dec 17th, 2019 | Quality | 4.0 | Difficulty | 2.0 | POLS2305 | Dec 17th, 2019 | For Credit: | Yes | Attendance: | Not Mandatory | Would Take Again: | Yes | Grade: | A- | Textbook: | No | Mr. Bryant is a great professor. The class itself is pretty fun and interesting. The class has quizzes every week so doing good on these quizzes is very important. There are only two exams: mid-term and final so definitely need to study for these because they are worth 30%. Really fun class and would definitely take again. Highly Recommend it !! | Hilarious | Amazing lectures | EXTRA CREDIT | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/2310697
Kenneth Bryant,Professor in the Political Science department at University of Texas at Tyler,4.4/5,Overall Quality Based on 21 ratings,86%Would take again2.6Level of Difficulty,"Amazing lectures, Clear grading criteria, Inspirational, Hilarious, Respected","POLS2305 | Oct 4th, 2019 | Quality | 5.0 | Difficulty | 2.0 | POLS2305 | Oct 4th, 2019 | For Credit: | Yes | Would Take Again: | Yes | Grade: | A | Textbook: | No | He is by far the best professor for Politics that Ive taken. He loves different perspectives and encourages students to be interactive. He does not show any biases which is extremely important for Political Science professors. So if you are really passionate about learning, his class is the best. And you will actually learn stuff in his class! | Respected | Clear grading criteria | Amazing lectures | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/2310697
Kenneth Bryant,Professor in the Political Science department at University of Texas at Tyler,4.4/5,Overall Quality Based on 21 ratings,86%Would take again2.6Level of Difficulty,"Amazing lectures, Clear grading criteria, Inspirational, Hilarious, Respected","POLS2305 | Dec 3rd, 2018 | Quality | 5.0 | Difficulty | 2.0 | POLS2305 | Dec 3rd, 2018 | For Credit: | Yes | Attendance: | Mandatory | Would Take Again: | Yes | Grade: | A | Textbook: | No | Absolute delight, one of my favorite freshman classes by far! If you see his class open and need to take a Political Science class, sign up right away. He has a very clear criteria and is a cool guy too; he asks very interesting questions and is big on discussions in the classroom. 10/10 would take again! | Inspirational | Clear grading criteria | GRADED BY FEW THINGS | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/2310697
Kenneth Bryant,Professor in the Political Science department at University of Texas at Tyler,4.4/5,Overall Quality Based on 21 ratings,86%Would take again2.6Level of Difficulty,"Amazing lectures, Clear grading criteria, Inspirational, Hilarious, Respected","POLS4355 | Nov 19th, 2018 | Quality | 5.0 | Difficulty | 3.0 | POLS4355 | Nov 19th, 2018 | For Credit: | Yes | Attendance: | Mandatory | Would Take Again: | Yes | Grade: | A+ | Textbook: | Yes | Dr. Bryant is a very bright professor. I would be surprised if UT Tyler is able to keep him if bigger Universities hear of him. If you have the opportunity to take him be sure you do. It was a real pleasure listening to him lecture over Mass Media and tying it in to aspects of American history. | ACCESSIBLE OUTSIDE CLASS | Clear grading criteria | Amazing lectures | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/2310697
Kenneth Bryant,Professor in the Political Science department at University of Texas at Tyler,4.4/5,Overall Quality Based on 21 ratings,86%Would take again2.6Level of Difficulty,"Amazing lectures, Clear grading criteria, Inspirational, Hilarious, Respected","POLS2305 | Dec 14th, 2017 | Quality | 5.0 | Difficulty | 3.0 | POLS2305 | Dec 14th, 2017 | For Credit: | Yes | Attendance: | Mandatory | Would Take Again: | Yes | Grade: | A+ | Textbook: | Yes | He was fantastic and by far my favorite professor. Would take him again if I could. | Respected | Tests? Not many | Would take again | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/2310697
David Brake,Professor in the Biology department at University of Texas at Tyler,4.4/5,Overall Quality Based on 28 ratings,79%Would take again3.7Level of Difficulty,"Gives good feedback, Tough grader, Lecture heavy, Amazing lectures, Lots of homework","BIO1306 | May 21st, 2025 | Quality | 5.0 | Difficulty | 4.0 | BIO1306 | May 21st, 2025 | For Credit | : | Yes | Attendance | : | Mandatory | Would Take Again | : | Yes | Grade | : | A | Textbook | : | Yes | David Brake is a spectacular educator with a passion for science that makes his class both approachable and fun. Brake emphasizes effort and will do whatever he can to help as long as you communicate and try. As a student with T1 Diabetes, he treated me fairly and made sure I received an equally outstanding education as my peers. Truly a great man. | Amazing lectures | Gives good feedback | Lots of homework | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/2343177
David Brake,Professor in the Biology department at University of Texas at Tyler,4.4/5,Overall Quality Based on 28 ratings,79%Would take again3.7Level of Difficulty,"Gives good feedback, Tough grader, Lecture heavy, Amazing lectures, Lots of homework","BIO1307 | May 10th, 2025 | Quality | 5.0 | Difficulty | 5.0 | BIO1307 | May 10th, 2025 | For Credit | : | Yes | Attendance | : | Mandatory | Would Take Again | : | Yes | Grade | : | B+ | Textbook | : | Yes | This professor is definitely someone who will challenge you, but he wants and will help you pass the class. If you are going to take this class and you don't like writing papers, well, you better start. | Tough grader | Gives good feedback | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/2343177
David Brake,Professor in the Biology department at University of Texas at Tyler,4.4/5,Overall Quality Based on 28 ratings,79%Would take again3.7Level of Difficulty,"Gives good feedback, Tough grader, Lecture heavy, Amazing lectures, Lots of homework","BIO1307 | Apr 11th, 2025 | Quality | 5.0 | Difficulty | 4.0 | BIO1307 | Apr 11th, 2025 | For Credit | : | Yes | Attendance | : | Mandatory | Would Take Again | : | Yes | Grade | : | B | Textbook | : | Yes | Noah and Sarah—He's awesome. The class was crazy difficult, but any other teacher would have made it worse. | Caring | Respected | Lecture heavy | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/2343177
David Brake,Professor in the Biology department at University of Texas at Tyler,4.4/5,Overall Quality Based on 28 ratings,79%Would take again3.7Level of Difficulty,"Gives good feedback, Tough grader, Lecture heavy, Amazing lectures, Lots of homework","BIO1306 | May 2nd, 2024 | Quality | 4.0 | Difficulty | 4.0 | BIO1306 | May 2nd, 2024 | For Credit | : | Yes | Attendance | : | Mandatory | Grade | : | A | Textbook | : | Yes | Very essay-heavy. Do not take this class alongside another science class. Very stressful and ngl I've seen him throw temper tantrums bc students did something minorly wrong. A bit much. I would sleep during his lectures bc they're boring and studied on my own time. Outside of lectures, he's a nice guy though. | Tough grader | So many papers | Lecture heavy | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/2343177
David Brake,Professor in the Biology department at University of Texas at Tyler,4.4/5,Overall Quality Based on 28 ratings,79%Would take again3.7Level of Difficulty,"Gives good feedback, Tough grader, Lecture heavy, Amazing lectures, Lots of homework","BIO1306 | May 17th, 2023 | Quality | 5.0 | Difficulty | 2.0 | BIO1306 | May 17th, 2023 | For Credit | : | Yes | Attendance | : | Mandatory | Would Take Again | : | Yes | Grade | : | C | Textbook | : | Yes | Be respectful and patient. He grades seriously but is understanding and reassuring. And he is an excellent teacher. | Amazing lectures | Gives good feedback | Lots of homework | Helpful | 1 | 0",https://www.ratemyprofessors.com/professor/2343177
David Brake,Professor in the Biology department at University of Texas at Tyler,4.4/5,Overall Quality Based on 28 ratings,79%Would take again3.7Level of Difficulty,"Gives good feedback, Tough grader, Lecture heavy, Amazing lectures, Lots of homework","BIO1306 | May 17th, 2023 | Quality | 5.0 | Difficulty | 4.0 | BIO1306 | May 17th, 2023 | For Credit: | Yes | Attendance: | Mandatory | Would Take Again: | Yes | Grade: | A | Textbook: | Yes | This professor will challenge you, but will also be a mentor and friend. He's always available to help you understand the material as well as provide you with advice on your personal issues. | Get ready to read | Inspirational | Hilarious | Helpful | 1 | 0",https://www.ratemyprofessors.com/professor/2343177
David Brake,Professor in the Biology department at University of Texas at Tyler,4.4/5,Overall Quality Based on 28 ratings,79%Would take again3.7Level of Difficulty,"Gives good feedback, Tough grader, Lecture heavy, Amazing lectures, Lots of homework","BIO1307 | May 17th, 2023 | Quality | 5.0 | Difficulty | 3.0 | BIO1307 | May 17th, 2023 | For Credit: | Yes | Attendance: | Mandatory | Would Take Again: | Yes | Grade: | B+ | Textbook: | Yes | He's overall a strict but fair teacher. He always pushes students to always strive for maximum effort on any assignment. His lectures are extremely engaging, and he often uses real-world examples to help students better grasp the material. He likes to mix some humor into the lectures to keep students awake and engaged with the topic. Great teacher. | Tough grader | Amazing lectures | So many papers | Helpful | 1 | 0",https://www.ratemyprofessors.com/professor/2343177
David Brake,Professor in the Biology department at University of Texas at Tyler,4.4/5,Overall Quality Based on 28 ratings,79%Would take again3.7Level of Difficulty,"Gives good feedback, Tough grader, Lecture heavy, Amazing lectures, Lots of homework","BIO1307 | May 17th, 2023 | Quality | 5.0 | Difficulty | 4.0 | BIO1307 | May 17th, 2023 | For Credit: | Yes | Attendance: | Mandatory | Would Take Again: | Yes | Grade: | B | Textbook: | Yes | This class is challenging at the start with how many papers you have to write but once you get a groove going you should be fine. Excellent lectures and fantastic study materials and tries to appeal to all the types of people in the class. | Tough grader | Amazing lectures | Lecture heavy | Helpful | 1 | 0",https://www.ratemyprofessors.com/professor/2343177
David Brake,Professor in the Biology department at University of Texas at Tyler,4.4/5,Overall Quality Based on 28 ratings,79%Would take again3.7Level of Difficulty,"Gives good feedback, Tough grader, Lecture heavy, Amazing lectures, Lots of homework","BIOL1307 | May 17th, 2023 | Quality | 5.0 | Difficulty | 4.0 | BIOL1307 | May 17th, 2023 | For Credit: | Yes | Attendance: | Mandatory | Would Take Again: | Yes | Grade: | B+ | Textbook: | Yes | Mr.Brake is an excellent teacher; although the class is challenging, you will pass if you work hard and try. He gives you lots of help and resources. He helps you step by step with the papers and makes sure every student is ready for the exams. He is strict but only because he wants every student to succeed. He cares for every one of his students. | Respected | Lecture heavy | Accessible outside class | Helpful | 1 | 0",https://www.ratemyprofessors.com/professor/2343177
David Brake,Professor in the Biology department at University of Texas at Tyler,4.4/5,Overall Quality Based on 28 ratings,79%Would take again3.7Level of Difficulty,"Gives good feedback, Tough grader, Lecture heavy, Amazing lectures, Lots of homework","BIO1307 | May 17th, 2023 | Quality | 5.0 | Difficulty | 3.0 | BIO1307 | May 17th, 2023 | For Credit: | Yes | Attendance: | Mandatory | Would Take Again: | Yes | Grade: | B- | Textbook: | Yes | Mr. Brake was overall a really good teacher. He took his students into consideration when it came to his assignments and test making them more accessible and easier to understand. I believe the class itself is hard but if you keep up with your work and study for your test like any other class you will be just fine. | Participation matters | Clear grading criteria | Respected | Helpful | 1 | 0",https://www.ratemyprofessors.com/professor/2343177
David Brake,Professor in the Biology department at University of Texas at Tyler,4.4/5,Overall Quality Based on 28 ratings,79%Would take again3.7Level of Difficulty,"Gives good feedback, Tough grader, Lecture heavy, Amazing lectures, Lots of homework","BIOL1107 | May 17th, 2023 | Quality | 5.0 | Difficulty | 4.0 | BIOL1107 | May 17th, 2023 | For Credit: | Yes | Attendance: | Mandatory | Would Take Again: | Yes | Grade: | B+ | Textbook: | Yes | This biology course was tough but Mr. Brake thoroughly prepared his students for each assignment. There were some tedious assignments and papers but Mr. Brake walked through them with us and made sure everyone understood. He is a very passionate teacher who wants each student to succeed. | Clear grading criteria | Gives good feedback | Accessible outside class | Helpful | 1 | 0",https://www.ratemyprofessors.com/professor/2343177
David Brake,Professor in the Biology department at University of Texas at Tyler,4.4/5,Overall Quality Based on 28 ratings,79%Would take again3.7Level of Difficulty,"Gives good feedback, Tough grader, Lecture heavy, Amazing lectures, Lots of homework","BIO1307 | May 17th, 2023 | Quality | 5.0 | Difficulty | 2.0 | BIO1307 | May 17th, 2023 | For Credit: | Yes | Attendance: | Mandatory | Would Take Again: | Yes | Grade: | A | Textbook: | Yes | Great teacher. I think this is one of the only classes I actually learned something. | Clear grading criteria | Gives good feedback | Inspirational | Helpful | 1 | 0",https://www.ratemyprofessors.com/professor/2343177
David Brake,Professor in the Biology department at University of Texas at Tyler,4.4/5,Overall Quality Based on 28 ratings,79%Would take again3.7Level of Difficulty,"Gives good feedback, Tough grader, Lecture heavy, Amazing lectures, Lots of homework","BIO1307 | May 17th, 2023 | Quality | 5.0 | Difficulty | 4.0 | BIO1307 | May 17th, 2023 | For Credit: | Yes | Attendance: | Mandatory | Would Take Again: | Yes | Grade: | A+ | Textbook: | Yes | Great class! | Amazing lectures | Gives good feedback | Caring | Helpful | 1 | 0",https://www.ratemyprofessors.com/professor/2343177
